,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
0,27.776664511192696,-2.66796653945928,15.47538284211848,10.3544387714939,-0.9677470507205962,0.14121358747103716,2.76140023616237,0.8675738699389594,-0.6527447626585977,1.0694215422511673,-0.23732234384450224,-0.439023656047061,0.6995812683634163
1,78.06293545291412,44.93548421038835,18.359900174357414,7.600503392445913,2.5632577450085385,1.3825683431148033,-0.8684909441335021,1.1828235564931224,1.474014241052052,0.2146786561963586,-0.46815856805881023,0.13099471510063435,-0.31110501391278345
2,22.033935093260503,12.032571640281878,-13.30147727002396,15.257972394421431,-2.2219746568811254,1.4239872521899137,0.11910221491111077,0.9335634585621377,0.3834609673459033,-0.057114742381308294,-0.21918003481378326,0.23010708329521468,-0.2263540027723299
3,47.19507468269206,-44.412606135285806,7.073880524204807,-8.873235866527533,0.11743546246524354,3.214945073614506,1.2188013189938698,-1.123513302544005,0.13569443961803412,0.9527881798044383,-0.03826080177834264,-0.7483635376392017,-0.1499221054577123
4,0.28590011508726204,-32.31626000628401,5.054142090874997,-6.79096999604438,1.3492685968799083,1.0287364308795182,1.1285219278515592,1.3110896818176128,-0.35056290959754755,-0.6058395062943148,0.556003519275073,0.21681127230437336,-0.009440477517762643
5,32.34098515027009,-36.28221014917636,-2.465396640147615,10.017172654966151,1.2189863184624592,-0.20838736725966306,0.7164649058012005,-0.9149328115698239,-0.10170402042580784,-0.36292130701428194,-0.5173355935331949,-0.07645356859487522,-0.1287037848936445
6,63.296766379118175,-11.429763723601052,12.041576329165615,11.384932519607727,0.8287893088517196,3.444005276267543,0.24018029290536558,0.5192261368884477,0.9131524235271343,0.8444051948783486,0.9283472844506643,-0.5712737833416517,-0.24779128445485601
7,149.07692626601354,-14.496591334811862,-9.423930905292808,9.586283086127844,1.1677413522348974,0.3788890143886072,-1.1853316760197032,-1.1483749696707461,-0.5236457681152593,-0.3299577156536049,0.18344252340928582,0.8443591905375304,-0.07350288825138566
8,48.32433559253445,-1.9640405514913113,-0.3192287857961133,12.094089591352093,-2.27391033421005,0.33454314811317887,-0.39448111017202203,0.9749959243438004,-0.3660936433931989,0.1463896058725698,0.0660847296893219,-0.5829431740183733,-0.2224105824834231
9,-1.8134892593110938,-11.847738981328673,11.724859554530267,1.7224584494175303,-2.776188473261878,2.297946237484298,0.5754558621851336,0.6755472976086165,-1.1563627534994843,0.9483413834039728,-0.15491692055181588,0.009480027016576183,0.7599777575492274
