,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
0,-0.03300052295718289,0.026027037918258233,-0.03259816046626545,0.06756863683356433,0.006114035140862033,-0.01059768884974188,-0.04990628774630684,0.12229597148638328,0.039448726953476794,-0.022925336832993002,-0.0436490186534153,0.01054061087486959,-0.103906735780781
1,0.051643043949410015,-0.04795239919999342,-0.029617780723436567,-0.024506814225357724,0.02933471916704799,0.030352019872427652,0.0696148429589114,0.012992085823164986,0.012288156364257815,0.0937115356021431,-0.06263278724925214,0.04159450330572066,0.008948929677448631
2,0.044679335913495585,0.031054311939328408,-0.010787785636502855,0.00559679137848581,0.005505699043957881,-0.01060206186107632,0.044049736535137586,0.023087313873707552,0.02973319024239493,0.027924524174337047,-0.05838374953948824,-0.06303856666736342,0.013676433096207164
3,-0.0028687960793536025,-0.04556515759519995,-0.04966992144194951,0.11566283551109802,-0.013125438949241605,0.0033193041553170426,-0.03094944795701324,0.0006857934472610901,0.12328228741389682,-0.014834293182663973,0.03380298810742457,0.028009891771658076,0.018222919089393608
4,-0.015296505377554226,-0.044580013756711535,0.04359945343142623,-0.031828804872534776,-0.06229978152907014,0.005818009982035924,-0.04878496893210317,0.005128698812605775,0.04322503648340028,-0.027273875142823267,-0.05787056114244201,-0.009502494704760906,0.013948967710810558
5,-0.021124754415365408,-0.051442626539652314,-0.03776620034862852,-0.008660912576195704,0.0035472640161258165,-0.00442094942871768,0.019686311282319298,0.04014553121740632,0.005367763708719806,-0.03082254900150685,0.040494150739471296,-0.05230465102668799,0.013717563665636728
6,-0.011126628833582352,-0.04178625147792651,0.040554958327259256,0.08895223863309529,0.04432036844742204,0.025212808518692724,0.023017522601756126,-0.0018506932851558922,0.13027048430294494,0.04642469306081919,-0.06148110170378093,0.008892851443188646,0.013473222821797113
7,0.05709783826000285,-0.05405251454131017,0.0346055316495801,-0.025225351645972928,0.048304046803376056,0.01980897550459844,-0.013545601100365982,-0.03185846747929845,-0.024068040906941063,0.0011353222823763688,0.037214450717675394,-0.08228287490436514,0.00779825705097296
8,-0.03200632171742073,0.041507201852723816,-0.02869479382151542,0.02540248780175084,0.046459277085879644,0.00031242288762768617,0.018873118250244774,-0.008502243909115078,0.024099994466052356,-0.0053734587518625655,-0.06640769424165407,-0.031886680556414776,0.016194339122941756
9,0.05513420244834658,0.03167912448164408,-0.02063309147951111,0.08276560773401331,0.0016881551285055304,-0.0028945066506089485,-0.04765910765904294,0.0128380593846556,0.04691023533797132,-0.055871524506081245,-0.053780640817577455,-0.0017571592312928463,-0.10223014868542712
